name,k_optimal,k_approx,millis
synth-n_700-m_27622-k_50-p_0.1.txt,50,50,10084
synth-n_700-m_28433-k_70-p_0.1.txt,70,70,10062
synth-n_700-m_29736-k_100-p_0.1.txt,100,100,10093
synth-n_700-m_30695-k_120-p_0.1.txt,120,120,10179
synth-n_700-m_31750-k_150-p_0.1.txt,150,150,10058
synth-n_700-m_33182-k_200-p_0.1.txt,200,200,10155
synth-n_700-m_51621-k_25-p_0.2.txt,25,25,10090
synth-n_700-m_52169-k_30-p_0.2.txt,30,30,10052
synth-n_700-m_54187-k_50-p_0.2.txt,50,50,10118
synth-n_700-m_55984-k_70-p_0.2.txt,70,70,10190
synth-n_700-m_58597-k_100-p_0.2.txt,100,100,10158
synth-n_700-m_60598-k_120-p_0.2.txt,120,120,10121
synth-n_700-m_61751-k_150-p_0.2.txt,150,150,10384
synth-n_700-m_64387-k_200-p_0.2.txt,200,200,10392
