name,n,m,pre_removed_nodes,k_start,k_optimal,k_solved,num_constraints,verified,millis
synth-n_250-m_2173-k_70-p_0.05.txt,250,2173,9,0,69,0,2197,false,90000
synth-n_250-m_2260-k_100-p_0.05.txt,250,2260,0,0,-1,0,2314,false,90000
synth-n_250-m_2350-k_120-p_0.05.txt,250,2350,0,0,-1,0,2411,false,90000
synth-n_250-m_3237-k_10-p_0.1.txt,250,3237,23,0,10,10,2960,true,50
synth-n_250-m_3416-k_15-p_0.1.txt,250,3416,20,0,15,15,3133,true,76
synth-n_250-m_3493-k_25-p_0.1.txt,250,3493,13,1,25,25,3354,true,198
synth-n_250-m_3591-k_20-p_0.1.txt,250,3591,9,0,20,20,3531,true,114
synth-n_250-m_3730-k_30-p_0.1.txt,250,3730,4,0,30,30,3693,true,77
synth-n_250-m_3992-k_50-p_0.1.txt,250,3992,0,0,50,50,4033,true,536
synth-n_250-m_4149-k_70-p_0.1.txt,250,4149,0,0,70,70,4209,true,1478
synth-n_250-m_4386-k_100-p_0.1.txt,250,4386,0,0,-1,0,4448,false,90000
synth-n_250-m_4530-k_120-p_0.1.txt,250,4530,0,0,-1,0,4597,false,90000
synth-n_250-m_6567-k_10-p_0.2.txt,250,6567,6,0,10,10,6481,true,101
synth-n_250-m_6839-k_20-p_0.2.txt,250,6839,3,0,20,20,6797,true,217
synth-n_250-m_6880-k_15-p_0.2.txt,250,6880,2,0,15,15,6873,true,193
synth-n_250-m_7102-k_25-p_0.2.txt,250,7102,1,0,25,25,7110,true,476
synth-n_250-m_7321-k_30-p_0.2.txt,250,7321,1,0,30,30,7329,true,572
synth-n_250-m_8019-k_50-p_0.2.txt,250,8019,0,0,50,50,8049,true,1024
synth-n_250-m_8255-k_70-p_0.2.txt,250,8255,0,0,70,70,8296,true,1200
synth-n_250-m_8674-k_100-p_0.2.txt,250,8674,0,0,100,0,8728,false,90000
synth-n_250-m_8784-k_120-p_0.2.txt,250,8784,0,0,-1,0,8840,false,90000
synth-n_2600-m_181265-k_100-p_0.05.txt,2600,181265,2,0,-1,0,181344,false,90000
synth-n_2600-m_183371-k_120-p_0.05.txt,2600,183371,0,0,-1,0,183483,false,90000
synth-n_2600-m_186921-k_150-p_0.05.txt,2600,186921,1,0,-1,0,187055,false,90000
synth-n_2600-m_190932-k_200-p_0.05.txt,2600,190932,0,0,-1,0,191113,false,90000
synth-n_2600-m_360584-k_100-p_0.1.txt,2600,360584,0,0,-1,100,360650,true,67027
synth-n_2600-m_364394-k_120-p_0.1.txt,2600,364394,0,0,-1,0,364468,false,90000
synth-n_2600-m_370561-k_150-p_0.1.txt,2600,370561,0,0,-1,0,370654,false,90000
synth-n_2600-m_380919-k_200-p_0.1.txt,2600,380919,0,0,-1,0,381037,false,90000
synth-n_2600-m_716555-k_100-p_0.2.txt,2600,716555,0,0,-1,0,716606,false,90000
synth-n_2600-m_722675-k_120-p_0.2.txt,2600,722675,0,0,-1,0,722735,false,90000
